Z,band1,band2,band3
1.289999962,5.439227882,5.691204643,4.668738956
5.789999962,3.031938924,4.571790216,2.51462959
4.360000134,4.95714062,5.597763232,5.200055363
4.960000038,2.532947755,4.960975593,4.53531814
3.210000038,3.537537234,4.512632854,2.694996091
5.480000019,3.0180519,4.622307813,3.416303282
2.019999981,4.600856787,5.169252606,3.745108559
3.410000086,3.804534826,4.674355984,1.743469518
2.339999914,4.247794723,5.062360119,3.890419527
3.119999886,3.636945471,4.878773804,3.525954543
3.309999943,3.411300175,4.855845339,3.77711094
4.179999828,3.26315627,4.975620385,4.199547472
2.400000095,4.512326683,5.217270666,4.082852747
1.690000057,4.545016412,5.3729188,4.35829678
5.320000172,2.842349027,4.9315182,4.281772287
3.50999999,4.058454334,5.401736408,4.421914848
2.670000076,3.49900901,4.650300237,2.6731322
3.039999962,3.992416937,5.3513908,4.660277745
2.150000095,4.469903047,5.240439916,4.003589895
2.170000076,4.508219868,5.491603981,4.704388788
4.829999924,3.2342166,5.004160761,4.233638858
2.380000114,4.306942737,4.6903626,1.831170585
2.569999933,4.935123442,5.561829839,4.513342153
6.789999962,3.222625212,4.827536856,4.117785128
2.24000001,4.464454574,5.551540682,4.719502207
1.570000052,4.656503491,5.474734559,4.558833745
6.03000021,2.935876393,4.800182959,4.025534932
3.329999924,3.975921768,4.917141355,3.19050379
2.789999962,4.354489866,5.461606204,4.481146085
2.779999971,3.795006159,4.677814772,3.134722257
2.25,4.398606711,4.840493234,2.840155476
1.600000024,3.596536728,4.514312754,2.36454717
5.269999981,3.059965213,5.019202429,4.083131805
6.710000038,2.93609654,4.925565031,4.489858493
3.440000057,3.509188755,4.794955383,3.601585531
3.319999933,3.968701207,5.338759998,4.616469642
2.690000057,3.17691552,4.204675154,1.997931948
5.840000153,3.444505988,4.717481339,3.35275994
4.579999924,3.997712334,4.633943284,2.366252261
3.880000114,3.477563966,5.386328236,4.85073881
3.210000038,4.119998212,5.417502107,4.559983824
5.639999866,3.539039871,4.729375913,3.458458161
1.860000014,4.464235946,5.3773652,4.448524764
2.619999886,3.406935701,4.444518686,1.747469492
7.210000038,2.664990942,4.384242294,2.841632133
3.609999895,3.896254157,5.244322542,4.430862303
2.140000105,4.359116738,4.888985497,2.588934146
2.25999999,4.415539341,5.105953991,3.69120559
3.630000114,3.267968019,4.306238688,0.330926747
2.390000105,3.891941858,4.573023391,2.261652517
5.340000153,3.371794728,4.813462553,3.146508188
6.71999979,2.818411041,4.583484893,3.359124293
2.210000038,4.412581539,5.225856927,4.192632065
2.539999962,4.047482026,4.900227196,3.418670015
3.609999895,3.315838663,5.086055947,4.329750313
1.320000052,5.485904264,6.039278754,5.386884911
2.279999971,4.775576448,5.315762729,4.290230084
8.43999958,2.526421987,4.47182922,3.87110573
2.99000001,3.825492906,4.657876743,2.32968097
4.539999962,3.027756411,4.585411815,2.854962803
5.630000114,3.358941233,4.718882767,3.093866695
2.700000048,4.615784719,5.861674412,5.314692594
4.550000191,3.578688827,5.147144404,4.38090151
3.799999952,3.691775249,5.016890768,3.68408375
1.870000005,4.644142362,5.649154477,4.847801563
2.210000038,4.357337393,4.664503509,1.539538124
2.529999971,4.020112734,4.866811794,3.348668917
2.75,4.090438989,5.038238942,3.685038424
5.289999962,3.033649962,4.726548737,3.588186789
3.75999999,3.6519529,5.146147445,4.312798213
4.170000076,3.725059895,4.513748915,1.465760161
3.089999914,3.832454276,5.255289522,4.406040943
2.880000114,3.458323734,4.452182589,0.891365982
3.299999952,4.184548011,4.930683083,3.436715087
1.75,4.751799478,5.271875729,4.190198747
3.99000001,3.790217199,5.408551065,5.012026818
3.430000067,4.184313117,4.787173554,2.809895444
1.379999995,3.861345933,4.484121821,1.34965308
4.340000153,3.648158481,4.818240773,3.271920222
2.539999962,3.363380072,4.549246454,3.007885537
4.610000134,3.541191985,5.006786418,4.033673221
2.890000105,4.029010507,5.309787591,4.393758271
2.839999914,3.657729869,4.740304862,2.961804547
1.460000038,5.107139061,6.118358713,5.626783701
1.379999995,4.365420834,5.806088294,5.328141529
1.429999948,4.917765729,6.030277306,5.532126574
2.660000086,4.411185016,5.469273999,4.449033399
1.659999967,4.526433682,5.479733298,4.6986192
4.150000095,3.563473841,4.784948597,3.127644215
1.519999981,4.780100674,5.450833811,4.413101981
1.129999995,5.522331505,6.066770497,5.394623283
2.420000076,4.218398614,5.426315644,4.621879925
1.480000019,3.566406005,4.436470279,0.268291049
5.840000153,2.793872698,4.46859161,3.078192547
3.319999933,3.473375772,5.467604038,5.017412398
3.910000086,3.220371844,5.319317088,4.897027855
4.289999962,3.630550945,5.238137028,4.635091961
2.75999999,3.39458698,4.280578159,-2.588880375
2.160000086,4.162602515,4.828505712,3.451130365
2.5,3.728184663,4.55953117,2.628083382
7.75,5.090039846,5.462433977,5.181876851
2.450000048,4.554635798,5.362289754,4.291672313
4.690000057,3.160349166,5.161087408,4.727971327
4.230000019,3.285072802,5.119638181,4.503514595
2.00999999,4.068796886,5.042215974,3.847668675
1.50999999,5.061969882,5.687324435,4.926350405
3.069999933,4.163994336,5.352293714,4.330167209
4.21999979,4.036296378,5.554833104,4.977691219
1.950000048,4.641317677,5.142369347,3.52786358
2.599999905,4.907698585,5.615488953,4.622602275
1.539999962,4.743299862,5.391787388,4.284931979
2.200000048,4.794111313,5.331983606,4.072392197
2.329999924,4.991169867,5.596879924,4.582567586
3.630000114,3.62538843,4.768148316,2.705265807
2.690000057,3.624558873,4.549571603,1.483361998
6.309999943,2.982356478,4.676976926,3.941782734
3.829999924,3.291457556,5.268628229,4.768158916
2.190000057,3.873473706,5.113701631,4.157487761
2.789999962,4.306711483,5.475402799,4.454603189
3.599999905,4.166839553,4.936974295,3.590670336
2.839999914,3.97679804,5.268288481,4.49125884
4.239999771,2.791648795,5.07824255,4.681424893
2.470000029,4.603679501,5.394881688,4.316488942
3.150000095,3.198958984,4.427091932,1.00555243
4.420000076,3.307660522,4.747122935,3.269305213
2.630000114,3.842699967,4.85163691,3.363371204
2.349999905,4.092766652,4.883663143,3.511301655
4.510000229,3.28953396,5.288324701,4.860819316
1.99000001,3.813904785,5.327555414,4.57293262
3.25999999,4.489050704,5.197387123,3.968425705
3.599999905,3.385947527,5.375840474,4.882955687
6.820000172,2.783264417,4.321130974,2.914177505
2,4.614955744,5.448022072,4.500409851
3.5,3.959796528,5.131037563,4.237481403
2.049999952,4.672485815,5.295090447,4.215319567
6.309999943,3.335107097,4.672489877,2.698075017
1.370000005,5.27548316,5.822727785,5.041393899
2.74000001,3.875092609,5.138617366,4.272227066
3.220000029,3.824833623,5.020284074,4.04006017
1.980000019,4.903486846,5.348598261,4.187526412
2.220000029,4.34115869,4.624998877,0.081113157
2.099999905,3.999381523,4.723364674,3.161814758
2.640000105,3.588931259,4.444582327,2.3731856
1.330000043,4.371153537,5.781776553,5.24188491
1.450000048,4.80587912,5.655157696,4.918883307
2.859999895,4.32893217,5.47243796,4.527764938
2.410000086,4.258091684,5.303225481,4.369368563
2.450000048,3.697264643,4.509496028,2.029173471
4.840000153,3.658656658,5.080773449,4.251011761
4.320000172,4.105450791,4.569038172,1.916166389
5.829999924,3.0594004,4.69738444,3.375612582
4.96999979,3.503807684,4.627320626,2.765781391
2.99000001,3.865208933,4.602023023,2.737587991
2.069999933,4.787539829,5.516480859,4.677780725
2.829999924,4.009022184,5.392507621,4.669955993
2.349999905,4.525295623,5.400120597,4.473527138
4.190000057,3.211749701,4.830968255,4.035317465
5.78000021,3.189119495,4.677414116,3.18945411
3.529999971,3.965563384,5.36550735,4.499668223
4.289999962,2.843685409,4.924521636,4.398158695
2.130000114,4.543849005,5.555483052,4.796098971
2.549999952,3.970997899,4.868954037,3.443374778
8.279999733,2.681084063,4.507837456,3.852988766
4.079999924,3.612320111,5.006385028,3.678741526
5.320000172,2.757701496,4.891317138,4.420069678
6.070000172,3.05325053,5.011693687,4.535329347
5.449999809,3.214230487,4.884862741,4.065122719
1.600000024,4.757280716,5.472627779,4.561700735
6.389999866,3.208454583,4.707878503,3.487352897
3.25,4.169132338,5.327406774,4.425434347
4.820000172,2.829473655,4.969405961,4.484369404
2.230000019,4.071130366,5.07381539,3.951158879
2.269999981,4.233195863,5.242600517,4.311899879
2.349999905,3.640998409,4.432466179,0.140497237
2.170000076,4.270877238,5.232114118,4.119864598
2.359999895,4.091672174,5.322188399,4.51158263
1.820000052,4.513595199,5.485111108,4.646970436
2.769999981,3.300586179,4.636316626,2.395900512
3.420000076,3.266499228,5.354370857,4.938216092
4.190000057,3.050781655,5.141227034,4.676231742
3.410000086,3.754657376,5.223765499,4.40945768
5.28000021,3.187085481,4.757607049,3.347240102
2.589999914,4.852679939,5.551531576,4.522676755
4.03000021,3.334800019,5.369594309,4.974348323
1.49000001,4.033821922,5.274383913,4.379012157
4.739999771,3.728048261,5.090423101,4.224989578
2.680000067,4.237005455,5.225355629,4.057201402
1.460000038,3.694308227,4.458615392,0.915371117
2.089999914,4.524152535,5.329838687,4.345582434
1.399999976,3.800763302,4.574804353,1.784341702
4.789999962,3.577951625,4.661893781,2.596425691
5.309999943,3.258931918,4.977230898,4.136001763
2.059999943,4.479869425,5.380856741,4.425738769
3.980000019,3.256755781,5.252171762,4.657981205
4.380000114,2.80115051,5.082073761,4.656225642
1.340000033,3.982667848,4.525147404,1.515490401
2.24000001,3.8983285,5.229782415,4.50038553
1.429999948,3.789126098,4.514197621,1.103210433
2.470000029,4.278057998,5.283708505,4.319775991
2.109999895,4.492923399,5.279555509,4.091597509
1.450000048,3.920735844,4.587813371,2.072498103
3.230000019,3.593423265,5.513873839,5.08836616
5.119999886,3.237799597,4.616675554,3.448053123
2.549999952,4.468255243,5.392152769,4.292967166
6.059999943,3.435259965,4.737510759,3.69926672
2.700000048,4.128734237,5.119518454,3.883834019
5.309999943,3.585123943,4.470760026,2.570665902
2.359999895,4.192225891,5.221448013,4.231022611
2.059999943,4.397133714,5.120934107,3.67310039
2.200000048,4.071130366,5.07381539,3.951158879
2.799999952,3.816527391,4.672133608,2.834391823
2.380000114,4.366009335,5.36153817,4.453861891
3.789999962,3.877506818,5.075022065,3.877822431
1.889999986,3.701436637,4.592542865,2.679015337
2.279999971,4.358060701,5.414485392,4.523631705
1.830000043,4.532668485,5.355407185,4.378795569
2.970000029,4.288223232,5.215643081,4.244692475
3.859999895,3.662654325,5.619465149,5.24745896
4.5,3.490178511,4.882661001,3.62280118
3.160000086,4.138826981,5.369436249,4.31164018
1.940000057,4.300754886,5.140646435,4.000031178
2.319999933,5.030203458,5.474036916,4.70019407
3.720000029,3.433395155,4.179605706,-0.407196711
2.50999999,3.956086662,4.971753237,3.805087679
3.700000048,3.653409684,4.804429469,3.44239995
2.910000086,3.266436335,5.065203605,4.257646891
2.079999924,4.44282577,5.096356429,3.77359184
1.480000019,4.036290223,5.268324739,4.399090542
3,4.481282215,5.192867337,4.247786241
7.940000057,4.415962824,4.84732842,3.986022943
6.71999979,2.658640867,4.835493333,4.233008414
3.130000114,3.939154264,5.466484963,4.821079411
1.840000033,4.54752296,5.434506346,4.554724956
4.699999809,3.425981474,4.867831789,3.603617327
2.24000001,4.572916192,5.022829801,3.271089053
5.260000229,3.707079837,4.973944452,3.953614315
4.880000114,3.281088281,5.366196343,4.889074409
3.630000114,3.939930733,5.300422563,4.501768778
4.429999828,2.892932338,4.854406531,4.277175199
3.99000001,2.925746544,4.392087742,2.045851682
3.380000114,3.970539663,5.425411856,4.791665208
3.450000048,4.06192631,5.207216417,4.139433899
4.980000019,3.065587876,4.753860967,3.751927396
3.25,4.095031883,5.323093189,4.29824191
6.940000057,2.860819446,4.70940673,3.907611657
3.400000095,4.386499394,5.195673716,3.880530387
3.349999905,3.712921043,5.267505276,4.552809626
3.190000057,4.089090322,5.442224517,4.726282213
4.650000095,2.98549339,5.013485269,4.299428663
2.75999999,3.682389699,4.532930041,2.24782715
2.589999914,3.936085984,5.427645005,4.778591367
1.220000029,4.296550221,5.788965391,5.337744685
1.919999957,4.364325267,5.610120486,4.948545681
3.619999886,3.515553485,5.280823087,4.675134292
2.849999905,3.734915901,4.837321716,3.410783969
2.859999895,4.055504902,5.280804659,4.353278372
3.619999886,3.748052292,5.154930872,4.387832542
2.180000067,4.699180261,5.698714606,4.94248035
1.320000052,4.385903795,5.798005646,5.283515329
4.440000057,3.551120696,4.892640986,3.574637108
2.309999943,3.984052249,5.423236672,4.746481437
2.460000038,4.158551558,5.107658371,3.885232062
5.070000172,3.248307791,4.999001559,3.916466767
3.549999952,3.779440924,5.422636813,4.836569455
5.699999809,3.416152604,4.827434764,3.955897883
4.429999828,3.021710154,5.102584291,4.54361015
2.160000086,4.527755989,5.566773837,4.767172728
2.339999914,3.87139658,4.590533971,2.019883692
2.019999981,4.720160188,5.37735426,4.408527371
2.789999962,3.245751596,4.433939429,2.982336864
2.329999924,4.501406078,5.15596847,3.787673507
3.99000001,3.208375757,5.396265532,5.044585802
5.730000019,3.150163229,5.001845617,4.391100931
1.470000029,5.024604807,5.964115374,5.353387711
3.400000095,4.118566373,5.223786138,4.136345854
6.070000172,3.48124842,4.535872896,2.082386224
5.75,2.920948446,4.684376793,3.705202014
3.049999952,4.043403804,4.838500486,2.592731689
2.180000067,4.026004589,4.814399081,3.175732943
2.059999943,4.152801502,5.119670183,4.208792209
1.019999981,4.572035599,5.870367731,5.314260679
5.260000229,3.216894467,4.914223228,4.103881482
2.450000048,4.974353896,5.593102523,4.604503808
6.239999771,3.50268711,4.60538387,2.305141081
2.609999895,4.082458331,5.22080826,4.405543685
5.090000153,3.817666801,4.991229271,3.759848089
2.599999905,4.895382868,5.618113327,4.624237685
3.089999914,4.267191001,5.273634277,4.203310336
3.769999981,3.374918445,4.995260977,4.113236121
3.130000114,3.405145778,5.046827668,4.236649359
6.809999943,3.421066473,4.749622591,3.83255237
4.400000095,2.971500533,4.820354092,3.956693
2.319999933,4.3888608,5.358460515,4.429499099
3.109999895,3.25888291,5.216749874,4.651884603
3.519999981,3.788090843,4.592966762,1.904285151
1.5,4.1552627,5.578436177,4.931474937
3.660000086,3.842448811,4.997377578,3.755101781
10.22999954,2.636402452,4.343679851,3.863597968
2.089999914,4.503057666,5.318214655,4.204504481
5.769999981,3.223651002,4.677414116,3.1100796
3.700000048,4.243773455,4.878509901,3.070477714
3.089999914,3.436158697,4.558160176,2.130156518
1.090000033,5.662794126,6.142637728,5.481753019
1.870000005,4.525970102,5.42359866,4.471959285
5.03000021,3.384125804,4.935071966,4.064750965
6.929999828,3.000789075,4.497207409,3.176708871
5.139999866,3.648405037,4.799603104,3.313373913
3.279999971,3.79460598,5.303448758,4.493714648
4.960000038,2.532947755,4.960975593,4.53531814
5.739999771,2.818789452,4.571187605,3.339062571
2.460000038,4.270632302,4.731121057,2.52551592
2.119999886,4.330957921,4.82422598,2.248475987
2.660000086,4.319027286,5.413838966,4.405174396
5.380000114,3.235386465,4.37175304,1.897649228
3.460000038,3.947383714,4.852985731,2.594571379
3.900000095,3.706376435,5.274109833,4.604785969
10.31999969,3.042961586,4.439630268,3.982178389
2.269999981,4.323650213,5.335231175,4.485017836
7.03000021,2.743077275,4.504213299,3.776158543
1.450000048,4.755532457,5.935013751,5.397477636
4.340000153,2.868570968,4.841940017,4.124583479
1.220000029,4.645332501,5.942440896,5.484995937
2.779999971,3.711927543,4.623672095,2.680546305
4.5,3.476619566,5.458463726,5.060006403
2.589999914,4.432753124,5.279532987,4.241361088
3.25,4.184009004,5.324736929,4.438406831
2.079999924,4.51756259,5.349659609,4.389509285
3.480000019,3.899759536,4.780315178,2.341646072
6.349999905,3.449942733,4.775663755,3.807887038
2.24000001,4.626097552,5.212894804,4.044437934
1.74000001,4.548335789,5.378264324,4.316635004
2.579999924,3.654666723,4.521292608,1.847504028
5.400000095,2.845940331,4.664502573,3.878146511
4.75,2.786105793,4.993772254,4.503954302
4.130000114,3.443864277,5.388108342,4.911914178
5.360000134,3.522506194,4.78106867,3.536047962
1.389999986,3.753618559,4.479865111,-0.310486335
3.109999895,3.924338257,5.064993797,3.599839606
2.420000076,4.899089044,5.447101798,4.361844794
2.119999886,3.566202581,4.43958486,0.713026591
1.830000043,4.010988182,5.046059365,4.076845147
5.489999771,2.757245657,4.812354027,4.308562515
3.950000048,3.606084481,5.126614914,4.314016581
2.130000114,4.751871879,5.152039917,3.623800271
5.889999866,3.178849302,4.650105849,3.116729403
7.760000229,2.50594897,4.651743577,4.061006517
4.179999828,3.07813206,4.824564846,3.887032767
1.779999971,4.176960173,4.83880277,2.772833725
2.170000076,4.286085057,4.72665766,0.031845122
