Z,band1,band2,band3
3.859999895,3.704831755,5.573386626,5.174853422
5.519999981,2.750706941,5.157260028,4.694447301
1.379999995,4.158838192,5.045314773,3.798119482
2.75,4.022463292,4.740046381,2.101524921
2.059999943,4.152801502,5.119670183,4.208792209
2.890000105,4.031564332,4.912183383,2.869117466
5.21999979,2.880320205,4.629845068,3.441863383
2.710000038,3.960385187,4.958838326,3.695012635
7.349999905,2.800986986,4.513576142,2.93637698
4.929999828,3.31366855,4.963226771,4.059590099
4.400000095,3.123851115,5.139993511,4.606959121
3.380000114,3.460163587,5.076006,4.264890165
4.630000114,2.694069634,4.811594539,4.147875699
5.909999847,3.01134379,4.59144876,2.535311441
3.480000019,3.788805535,4.997844528,3.561895569
5.949999809,3.765434053,4.658024471,2.64767216
1.289999962,5.470136566,6.061877767,5.42790872
3.480000019,3.538755812,5.521810334,5.147400021
7.25,3.329433272,4.390380073,2.751853975
2.900000095,3.763345013,5.228930664,4.537401899
5.139999866,2.879921189,4.621850369,3.3530013
2.339999914,4.403842263,4.770768011,1.370775336
1.799999952,4.516971745,5.373305594,4.255416832
2.400000095,4.076629504,4.96089597,3.643202597
6.869999886,2.680388613,4.286106925,2.995208887
5.230000019,3.390232905,4.943283815,3.976163976
4.190000057,3.631507084,4.83367702,3.235138682
3.809999943,3.032148274,5.270883274,4.847879474
1.769999981,3.88763335,4.752325895,3.321314043
2.539999962,4.468407767,5.358082241,4.317541644
3.680000067,3.57818423,5.307872756,4.683580363
2.039999962,4.053912703,5.006819325,3.824417349
1.370000005,5.15819772,5.479866236,4.299492747
1.820000052,4.588090375,5.646544742,4.81931785
5.230000019,3.390232905,4.943283815,3.976163976
5.400000095,3.563641696,4.712606923,3.425384397
3.210000038,3.756080228,4.493989758,1.824627122
2.319999933,3.667057379,4.726615783,2.994421176
7.269999981,2.669367201,4.745146332,4.147725895
2.049999952,4.814553364,5.494014372,4.621729905
5.190000057,3.165389013,4.972003298,4.288976986
10,2.515236745,4.332212258,3.899985078
5.119999886,2.731733263,4.883994918,4.394043353
2.069999933,4.306937659,4.745415051,2.090082975
2.50999999,3.735463513,4.631204393,2.290733777
2.119999886,4.330957921,4.82422598,2.248475987
3.829999924,3.326344666,5.19437916,4.600702868
2.230000019,4.130753866,4.870906463,3.131803752
3.099999905,3.479250939,4.894870072,3.877207717
3.779999971,3.517864776,5.378658583,4.75365047
6.03000021,3.402288746,4.528334123,1.006358973
2.900000095,3.999812696,4.523248742,1.324975497
1.74000001,5.191660122,5.704970565,4.64838196
1.779999971,4.752125072,5.569214024,4.753350782
1.299999952,4.389003675,5.766957778,5.206798318
4.349999905,3.725059895,4.513748915,1.465760161
2.970000029,4.341063048,4.97529121,2.976081507
1.450000048,4.935850459,5.290528631,3.901638989
3.079999924,4.080487854,5.133188369,3.699255465
2.430000067,4.174037945,5.142906019,4.110523491
3.349999905,3.975937158,5.413547283,4.780145036
2.839999914,3.767401023,5.272019796,4.515111777
2.720000029,3.921514409,4.912727882,3.56352676
9.890000343,2.703240573,4.248678244,3.602464392
3.680000067,3.882664212,5.191112844,4.26280944
2.200000048,4.308647613,4.771226858,2.019199773
1.399999976,3.767516587,4.511498049,-3.548260944
2.890000105,3.48982912,4.649050939,2.270687221
8.930000305,5.431701001,5.605450015,5.298301768
1.039999962,4.356559331,5.793637141,5.313601394
3.119999886,3.944596716,4.984958267,3.442171065
5.190000057,3.677419538,5.009380188,3.968229604
2.960000038,3.501102834,5.163008091,4.3897789
3.309999943,3.460163587,5.076006,4.264890165
3.359999895,3.96964346,5.145495221,4.108167952
3.49000001,3.899759536,4.780315178,2.341646072
2.609999895,3.729121338,4.684706821,3.062411601
2.079999924,4.374809877,4.920389655,3.019558654
1.25,3.807202841,4.584110024,2.147771865
6.099999905,2.809634758,4.776382739,4.070651987
6,3.062380339,4.770083819,3.757473418
3.359999895,3.96964346,5.145495221,4.108167952
3.00999999,4.06415301,5.222951249,4.299653856
2.359999895,4.586589216,5.47318059,4.321536046
9.609999657,2.499852533,4.241315542,3.585939323
3.549999952,3.54758913,5.12065876,4.359415608
4.619999886,2.741892868,4.959284115,4.542442886
3.349999905,3.255571647,4.596498868,3.115290382
2.74000001,3.894865255,4.673905963,2.693845704
2.910000086,4.08781634,5.390739792,4.570203634
0.980000019,4.485429584,5.859276761,5.370188145
2.089999914,4.528336247,5.330800142,4.323448964
2.140000105,4.938020425,5.413547843,4.231989455
1.879999995,4.390730691,5.550338317,4.764684189
2.660000086,3.834441612,4.916893597,3.52946084
4.949999809,3.35310366,5.374154967,4.935787499
3.859999895,3.775714806,5.595479142,5.229447332
1.25999999,5.213992147,6.125420626,5.593530388
2.400000095,4.04940579,4.755762856,2.704455165
5.260000229,3.582659121,4.442526473,2.536709536
7.159999847,2.859616097,4.67987808,4.043410663
5.309999943,2.842349027,4.9315182,4.281772287
2.710000038,4.414124704,5.012520971,3.200793359
1.809999943,4.310762883,5.029227627,3.545084291
3.24000001,4.489050704,5.197387123,3.968425705
1.269999981,5.251324691,5.74797916,4.896064228
3.369999886,3.936085984,4.924805659,2.958810906
5.800000191,3.030156379,5.086564354,4.563409926
2.059999943,4.38125863,5.190862868,3.962695039
2.359999895,4.293233476,5.123116277,3.996467959
2.549999952,3.997953505,5.163416693,4.120132945
3.74000001,3.908229627,5.259540726,4.247293514
3.349999905,3.525367923,5.43963286,5.065603333
5.929999828,3.298495464,4.745330191,3.32964622
2.460000038,3.764005434,4.631712089,2.319789543
2.390000105,4.04940579,4.755762856,2.704455165
2.480000019,3.948035683,5.485638033,4.913428412
5.480000019,2.752310507,4.816561837,4.302083586
4.25,3.352501477,4.961297917,3.906611818
4.5,3.390453328,5.354934747,4.848368915
2.799999952,4.01239034,5.23915696,4.239731169
2.49000001,3.964837573,5.474490785,4.929213326
6.909999847,2.757015523,4.554158633,3.765292133
6.119999886,3.334864146,4.752949662,3.340838094
5.599999905,2.683965786,4.772220018,4.034039962
2.140000105,4.192573448,5.001377935,3.378551152
5.340000153,3.14257012,4.888282346,4.033516785
2.430000067,4.23158962,5.307200395,4.482598614
2.319999933,4.672090304,5.264640641,4.057909991
3.220000029,4.015639524,5.221126215,4.2629035
2.039999962,4.82025424,5.52669676,4.649084407
5.010000229,3.202257942,4.78461641,3.854191029
2.579999924,3.443287487,5.015296346,4.095759952
4.739999771,2.957905947,4.615850265,3.728352292
3.029999971,3.436158697,4.558160176,2.130156518
11.40999985,2.90202349,4.244255333,3.729136015
2.710000038,4.201108788,5.39938484,4.516185056
3.109999895,3.895936414,4.728539559,1.947660164
6.079999924,3.410554042,4.960831757,4.298093163
8.449999809,2.522936835,4.448898894,3.850529989
9.140000343,2.580215228,4.39427852,3.800707439
7.329999924,3.372249576,4.479023567,2.738463088
2.859999895,3.698390514,4.698978669,2.675259421
3.569999933,3.336822057,4.571144253,2.171751285
3.650000095,3.949085379,5.301361667,4.248762337
3.640000105,3.365016186,4.237500139,-0.708327944
1.940000057,4.699043006,5.286258464,4.002282378
6.460000038,2.989190777,4.614876808,3.765551455
4.190000057,3.113141623,5.000764875,4.147100643
2.170000076,4.261492943,4.936192433,3.450428688
6.179999828,2.848665732,4.604087364,3.466448116
4.289999962,2.850430548,4.891547033,4.22634745
4.03000021,3.286470596,5.337224216,4.898469747
3.619999886,3.556413194,5.191134044,4.468128055
5.570000172,3.318394321,5.020536238,4.338618463
2.150000095,4.491079915,5.305748446,4.253820906
1.570000052,4.029232391,5.29788943,4.510415054
6.090000153,2.809634758,4.776382739,4.070651987
3.930000067,3.553696912,5.348136847,4.844535588
2.809999943,4.233193116,5.467654264,4.652947226
4.03000021,3.465579645,5.353145565,4.926090829
8.06000042,2.363445299,4.496276348,3.914066002
5.559999943,3.303869019,4.853084641,3.954697443
4.010000229,3.317525865,5.361192321,4.968547421
3.309999943,3.593679162,5.595298365,5.197355473
5.769999981,3.328960375,4.694468754,3.180510044
1.399999976,4.389501838,5.786160987,5.277391254
6.519999981,3.351997404,4.857736389,4.164051857
2.5,3.868840007,4.83117357,3.421645594
3.799999952,3.704302536,5.511667001,5.103390714
3.160000086,3.802077775,5.361006019,4.697828416
1.919999957,3.440986569,4.81315432,3.319148393
3.950000048,3.291278569,5.202735524,4.653792327
2.539999962,4.32926397,5.449165482,4.573676208
2.289999962,3.832567463,5.300455839,4.524780276
1.75999999,4.616359253,5.721619774,5.019140617
1.5,4.942678554,5.569711641,4.774317238
2.430000067,4.217850368,4.96379474,3.793144009
4.010000229,2.910116871,5.020791524,4.584883379
1.99000001,3.732903605,4.594583276,-2.160190422
2.150000095,4.51492831,5.506049498,4.67468885
3.059999943,3.569179066,4.672117927,3.025573045
1.49000001,4.890569816,6.017736447,5.510305254
5.489999771,2.407995446,5.076679528,4.60189902
2.230000019,4.658433568,5.448786518,4.601904689
1.820000052,3.575900226,4.410570518,0.154920486
3.349999905,4.034217028,5.204421691,4.216887697
6.570000172,2.588185144,4.137614565,2.95548849
2,4.41235877,5.123032564,3.67281642
6.900000095,2.93392559,4.870514621,4.310371414
2.140000105,4.107289872,4.765760957,1.940923337
4.090000153,4.587656522,5.504879018,5.121473988
2.309999943,4.686639043,5.465404035,4.464669855
2.829999924,3.816527391,4.672133608,2.834391823
4.130000114,2.985883232,4.911960881,4.133339875
2.279999971,4.586135172,4.958559315,3.257004808
3.779999971,3.624065262,4.801528785,2.749784803
3.619999886,3.327137036,5.253124181,4.563094478
5.090000153,3.285772588,4.751698896,3.4057539
1.570000052,4.656503491,5.474734559,4.558833745
7.159999847,2.715598252,4.474979049,3.864004494
1.429999948,3.789421543,4.502882681,-0.701184705
5.119999886,2.843212785,5.148103228,4.715101103
2.589999914,3.877774942,5.073995741,3.998117134
1.669999957,4.545246928,5.463916394,4.621025698
1.50999999,5.024604807,5.964115374,5.353387711
2.670000076,4.451033323,4.894203612,2.553436988
4.130000114,3.388939062,5.249626639,4.650705841
4.239999771,3.352501477,4.961297917,3.906611818
4.150000095,3.206408921,5.183231078,4.589825766
1.99000001,4.192409525,4.764607981,2.319108528
7.010000229,2.582470634,4.246609688,3.324109393
2.329999924,4.501406078,5.15596847,3.787673507
2.380000114,3.417386366,4.554566056,2.767265632
3.839999914,3.679742601,5.334147063,4.727827951
3.730000019,3.80080434,5.240715735,4.503259349
3.180000067,3.805989674,5.413638946,4.807647716
2.190000057,4.089727943,4.953562745,3.490552547
4.800000191,3.337992503,5.351194878,4.88634172
2.950000048,3.865208933,4.602023023,2.737587991
2.660000086,4.06057991,5.18681695,4.307740614
6.920000076,2.598686121,4.779484156,4.209234948
2.710000038,3.888264242,4.716382403,2.718122517
4.150000095,3.473265369,5.038815787,4.031966061
3.190000057,4.175085162,5.122686747,4.077898167
4.71999979,3.501324899,5.016512281,4.05594455
7.900000095,4.130512408,4.75308259,3.853038431
2.359999895,4.379491724,4.689661473,1.616195612
2.130000114,5.006302072,5.446886142,4.275434305
1.99000001,5.20795489,5.839006308,5.194717943
4.269999981,2.801156446,4.997313774,4.469749624
2.690000057,3.804476246,5.30608044,4.534136413
2.99000001,4.083345672,5.339301754,4.495528442
1.139999986,3.8682461,4.699228062,2.876488142
3.420000076,4.191559366,5.425360109,4.597248951
4.429999828,3.177658857,5.074201429,4.306399149
5.619999886,3.282537304,4.794727953,3.663850554
2.039999962,4.814553364,5.494014372,4.621729905
3.519999981,3.856551884,4.933480467,3.448974959
2.859999895,4.871790959,5.374407534,4.117389957
3.640000105,3.707023723,5.408700145,4.809176959
2.420000076,3.915460445,4.782795274,3.057390508
3.829999924,3.711536572,5.570403771,5.15746343
1.970000029,4.46663356,5.296196802,4.250507376
1.49000001,4.036290223,5.268324739,4.399090542
2.710000038,3.930632652,4.862519624,2.935562615
2.089999914,3.954262576,4.860961012,3.337076186
5.150000095,3.412155982,4.846244391,3.224912409
2.549999952,3.734443063,5.230333774,4.455875732
2.109999895,4.810532562,5.206021601,3.782419179
5.050000191,2.687196392,4.974652074,4.408850981
3.980000019,3.603850085,5.150057823,4.319193113
5.800000191,3.082398941,4.572277443,2.65773656
3.220000029,3.164443171,5.304072163,4.804318677
4.590000153,3.00406195,5.015339966,4.356796295
5.840000153,3.364428626,4.706236025,3.227669485
2.069999933,3.499677942,4.460322555,1.216397649
2.059999943,4.20937199,5.149759914,4.233294756
3.539999962,4.200821009,5.235641563,4.448145459
2.279999971,4.037169963,5.412153768,4.744504171
5.139999866,3.117103094,5.295500016,4.880692681
5.010000229,2.953562886,4.756298788,3.965964449
2.339999914,3.980341615,4.685148172,0.802895405
1.460000038,5.002377903,6.099569854,5.62582492
2.25,4.446696615,4.840205072,2.832388015
9.850000381,2.821433709,4.313482259,4.065080274
6.449999809,2.933466815,4.651361486,3.753299341
4.769999981,3.090348429,4.771478578,3.455520684
5.03000021,2.938181269,5.163752402,4.714275478
4.050000191,3.777081236,5.180842418,4.248091651
2.390000105,4.146584981,4.851174287,3.141239268
9.739999771,2.617769633,4.272381221,3.565577858
2.269999981,4.476879157,5.380755547,4.427207318
2.339999914,4.22511263,4.834143264,2.672318196
3.430000067,2.728233885,4.630518196,3.43517699
6.75,2.584288915,4.826103027,4.192014221
3.640000105,3.617078318,5.036542194,4.139931575
2.099999905,3.954557462,4.800905461,2.977723398
1.620000005,3.936172342,5.465707347,4.814007722
4.139999866,3.586353791,5.217984826,4.532532496
2.779999971,3.983010629,5.3061198,4.532606031
5.019999981,3.232734621,4.987136567,3.836785881
3.220000029,4.099036955,5.239320874,4.424709113
2.349999905,3.914622429,5.38829414,4.712777696
2.109999895,5.214985712,5.715761042,4.738506208
3.50999999,3.39636071,5.21434345,4.514761627
4.610000134,3.7047558,5.075607292,4.076713555
3.400000095,3.290747367,5.367285425,4.929089792
2.599999905,3.974815174,5.056425358,3.943689353
4.409999847,2.954349563,5.049572253,4.482212811
5.840000153,3.482680675,4.961403528,4.115027464
5.239999771,3.736534161,4.958522112,3.819911319
3.710000038,3.486209846,5.348894084,4.832143511
3.25,4.153101679,5.143634084,4.151471557
2.339999914,4.642363198,5.493194853,4.511090301
1.440000057,4.04666881,4.680550444,2.691214818
3.190000057,3.636945471,4.878773804,3.525954543
5.610000134,3.812788283,4.80305281,3.139959157
3.230000019,3.41631221,5.391952012,4.969850964
4.03000021,3.416789042,5.340908623,4.909154947
6.010000229,3.182074856,4.735630106,3.584855362
3.460000038,3.760183564,4.935095793,3.27466335
5.260000229,2.877323281,4.986919446,4.534377856
2.150000095,5.020127926,5.504880727,4.405592504
6.949999809,3.154614,4.506308215,3.503831231
2.130000114,4.065324483,4.922570057,3.694792183
2.269999981,4.371257042,5.330885884,4.344344393
2.940000057,4.115091626,5.327532086,4.511152441
11.18999958,2.880633872,4.295226001,3.760071547
2.349999905,4.72931288,5.692524382,5.005027809
2.480000019,3.839982485,4.538903389,2.116858277
5.739999771,2.907200795,4.416688916,2.644594349
3.619999886,4.003479959,5.252721944,4.305292703
3.190000057,3.642430434,4.840606309,3.519500065
2.190000057,4.379815939,5.436514652,4.574890354
5.480000019,2.83863605,4.977156767,4.225871119
1.330000043,5.420437543,6.029785561,5.385124468
2.109999895,4.720441104,5.396080955,4.41127865
1.789999962,4.115443254,5.225539527,4.358034576
3.50999999,3.910464269,5.150497272,3.868266616
4.230000019,3.323862752,5.147685832,4.585425814
3.549999952,3.687235594,4.920813433,3.261307356
2.049999952,4.828986511,5.393980375,4.583717739
3.339999914,3.535090784,5.095384962,4.267121571
5.170000076,2.843212785,5.148103228,4.715101103
3.900000095,3.560372135,5.27423786,4.708691604
3.970000029,3.706376435,5.274109833,4.604785969
3.24000001,3.630153858,4.87217165,3.924892042
3.630000114,3.385947527,5.375840474,4.882955687
3,4.545229698,5.118290374,3.827104023
2.380000114,4.218073938,5.277721838,4.251116505
3.930000067,3.854296379,5.211228909,4.489831804
5.179999828,3.411122907,4.947357777,3.965348098
3.609999895,3.985534997,5.271954747,4.207773404
6.900000095,2.867593572,4.548612248,3.677899459
5.78000021,2.80589555,4.701699122,3.956138216
2.170000076,4.670580533,5.00703875,3.471228802
6.989999771,2.900181473,4.749354875,4.017837015
2.980000019,3.569179066,4.672117927,3.025573045
8.449999809,4.747667071,5.275117925,4.96024358
11.27999973,2.598989774,4.099173009,3.622050436
3.299999952,4.019355028,5.16291259,4.15608607
6.460000038,2.933466815,4.651361486,3.753299341
10.17000008,3.425001227,4.355970476,3.876591219
4.809999943,2.913283505,4.943354011,4.514958686
1.960000038,4.5020226,5.440945949,4.527976952
1.75,3.610872743,4.539051591,0.988334086
1.669999957,4.665019681,5.579869465,4.788858361
1.950000048,4.492742482,5.489844201,4.521847742
5.989999771,3.099048073,4.619638513,3.227010639
1.700000048,4.454846879,5.059524173,3.976004331
1.519999981,5.028998262,5.632985021,4.843616026
3.880000114,4.106479316,5.254399281,4.541680432
5.070000172,3.377166004,4.822179149,3.641184119
2,3.728010116,4.40954855,1.350774663
2.849999905,3.698390514,4.698978669,2.675259421
3.359999895,4.135489694,4.755502586,2.656648067
2.430000067,4.343788794,5.24492011,4.250995392
3.680000067,3.710803479,5.229801446,4.475226686
4.429999828,3.021710154,5.102584291,4.54361015
4.730000019,3.03062915,5.094474528,4.667535263
3.180000067,3.935422525,5.195201869,4.22788855
2.789999962,3.815400024,4.791624392,3.337202747
2.349999905,4.29008565,5.38183409,4.404026535
2.670000076,3.701639256,4.445846242,-4.066506736
5.070000172,3.377166004,4.822179149,3.641184119
2.900000095,3.748471539,5.192740153,4.363767838
2.5,4.031340021,5.133283502,4.185104281
2.220000029,4.292088897,5.291217692,4.352191775
5.21999979,3.582659121,4.442526473,2.536709536
3.410000086,3.356684587,5.419160172,5.00490837
2.519999981,4.066603743,5.161567153,4.120941658
6.079999924,3.458314689,4.716144161,3.34612526
1.559999943,4.768554976,5.400834724,4.331410484
2.720000029,3.449520421,4.381080148,1.186061756
2.5,4.959705557,5.580719961,4.584080758
1.809999943,4.361810298,5.198370718,4.032923942
4.019999981,3.208766857,4.673779631,3.382039654
4.550000191,3.036949963,4.906177301,4.048858879
2.5,3.728184663,4.55953117,2.628083382
1.850000024,5.065892324,5.576315303,4.359657506
2.220000029,4.134339161,4.80964696,2.286661487
5.260000229,3.202257942,4.78461641,3.854191029
4.510000229,3.561008822,5.261485181,4.728751017
3.329999924,3.703812235,4.735108412,2.187174046
5.769999981,2.868412415,4.615057473,3.71789937
2.269999981,4.363953752,5.027743917,3.470562546
2.390000105,3.623665503,4.377009115,0.639219394
3.839999914,3.499991085,5.362245585,4.909114558
3.160000086,3.9549481,4.674468438,0.05674764
4.46999979,3.71575697,4.932071932,3.721844081
2.339999914,4.251384756,5.439389171,4.653862031
1.529999971,4.760162211,5.405184569,4.312942595
2.380000114,4.107972428,4.90156861,3.006499008
4.960000038,3.299537665,4.968065544,4.103131255
2.650000095,4.06057991,5.18681695,4.307740614
2.460000038,4.054877265,5.168711268,4.26380643
2.319999933,4.605187229,5.502708451,4.445588948
1.720000029,3.682105905,4.646200786,2.849277844
4.25,3.200125762,5.015032496,4.191513576
6.449999809,3.445708074,4.776932056,3.797194439
3.049999952,3.590852469,5.14076004,4.46229784
2.460000038,4.215429416,4.661518471,1.746171207
4.170000076,3.59037554,4.760524034,3.122813326
2.089999914,4.24922465,4.911073539,3.641955657
2.019999981,4.598208187,5.418529516,4.510163534
2.130000114,4.842297497,5.190158433,3.861365903
1.700000048,3.655987328,4.767842904,3.508916346
2.299999952,3.548650265,4.735804676,3.02191609
3.549999952,3.965563384,5.36550735,4.499668223
6.880000114,3.105987786,4.572756499,3.746017166
3.279999971,3.48732376,5.245363803,4.50156919
3.720000029,3.276415904,5.27686171,4.739133514
3.799999952,3.691775249,5.016890768,3.68408375
2.730000019,3.742840546,4.648689972,2.806246623
2.970000029,3.611242602,4.836752457,3.576722299
3.529999971,3.687235594,4.920813433,3.261307356
1.809999943,4.286549703,5.024429051,3.486935909
2.640000105,3.838495321,5.407680516,4.769147962
3.920000076,3.604713159,5.356667997,4.818828179
3.680000067,3.645082987,5.030073114,3.708745112
1.440000057,4.909677117,6.026541972,5.522629626
1.929999948,3.749555849,4.629645057,1.15770509
2.160000086,3.772861942,4.901213165,3.592095857
3.75,3.694308227,4.868990601,3.183768806
3.849999905,3.613925995,4.934937203,4.115078952
1.870000005,4.644142362,5.649154477,4.847801563
4.059999943,3.577727838,5.24950038,4.55691516
3.609999895,3.424364091,5.038938796,4.24526531
2.390000105,4.172501001,5.056691599,3.813853092
2.230000019,4.344760326,5.210685621,4.096989892
6.519999981,3.089515264,4.564526517,3.103526901
4.21999979,3.681835202,4.792221929,3.010700344
4.78000021,3.359414059,5.373087638,4.919189232
2.200000048,3.506989682,4.480262757,2.49503447
4.460000038,3.901381458,5.31212024,4.897322071
2.630000114,3.588931259,4.444582327,2.3731856
7.679999828,3.814495046,4.652580685,3.57411231
10.72999954,2.788258491,4.112077484,3.376252742
3.579999924,3.93463637,5.140329455,4.024766749
3.480000019,4.399530701,5.174324222,4.187834424
5.010000229,2.90253318,4.640403421,3.581783097
2.25,4.626097552,5.212894804,4.044437934
2.029999971,5.006900753,5.590658451,4.632067244
4.650000095,3.541191985,5.006786418,4.033673221
2.700000048,4.057679506,4.854139556,2.883974524
5.110000134,2.840901628,4.922314674,4.309801525
10.35999966,3.465234915,4.558913202,4.113157434
2.230000019,4.343085532,5.373479096,4.397581441
3.279999971,4.52955902,4.95909922,3.622786023
2.25999999,3.733090964,4.507421118,1.361871671
3.710000038,3.24791608,5.232313335,4.612753139
3.579999924,3.622069157,5.34742625,4.732514003
5.539999962,2.931381966,4.441510894,2.493931063
2.720000029,4.457710327,4.997111096,3.232563049
6.420000076,3.190329959,4.699761037,3.511010154
2.24000001,3.506989682,4.480262757,2.49503447
2.390000105,4.352251089,4.664621167,1.584640793
3.420000076,3.266499228,5.354370857,4.938216092
2.299999952,5.543837984,5.798199946,5.243098678
2.25,4.277086389,4.842983783,2.60037926
2.289999962,4.104751334,4.882661408,3.464379926
2.200000048,4.405293075,5.376479351,4.478108554
2.589999914,4.168937917,5.227876779,4.230980734
2.059999943,4.371168924,5.179271119,3.992578554
3.950000048,3.36606571,5.378355905,4.981625894
1.840000033,4.731838661,5.601219522,4.657054399
3.769999981,3.570193203,5.451675692,4.886308422
6.789999962,2.860059245,4.609531067,3.731395686
3.859999895,3.685758582,5.599932129,5.216587225
3.789999962,3.224055957,5.292293468,4.837181805
3.650000095,3.365016186,4.237500139,-0.708327944
2.789999962,3.541604126,4.456522142,1.191654714
4.400000095,3.11498115,5.072154929,4.514958686
3.839999914,3.958202736,5.206822096,4.19562547
3.549999952,2.847590484,4.365506942,2.391569375
1.419999957,4.244479487,5.817098551,5.413323588
6.559999943,3.090923241,4.523564319,2.783062178
2.75,3.878691588,4.87204112,3.499154915
1.629999995,4.694802377,5.391448927,4.185393572
2.50999999,3.744795158,5.004016294,4.127235709
4.190000057,3.278163981,4.654825121,3.832366368
2.5,3.896906405,4.799293423,3.367758566
4.349999905,3.174099799,5.091373079,4.587859997
2.880000114,4.055494347,5.059580266,3.94041885
2.880000114,3.724373255,4.64947985,3.052187704
5,2.951073924,5.173333139,4.70646342
1.440000057,5.22173134,5.86687362,5.118088863
7.679999828,5.079672197,5.463648794,5.164484721
4.489999771,3.004841517,4.94145314,4.200848749
2.75999999,3.860259495,4.787197369,3.397646019
2.25999999,3.733090964,4.507421118,1.361871671
5.869999886,3.453709115,4.66805415,3.229542553
2.980000019,4.019679774,5.340640894,4.490966947
3.480000019,4.019101633,4.715521376,2.265333345
2.819999933,4.241560681,5.448661463,4.420988074
5.400000095,3.137139785,5.127517308,4.584280549
4.880000114,3.609570021,4.633990981,2.820513807
2.079999924,4.44282577,5.096356429,3.77359184
3.039999962,4.022368715,5.254502441,4.337876636
2.49000001,3.71192883,4.641317553,2.640057018
2.24000001,4.391690172,5.35085863,4.367314946
2.450000048,3.999274895,4.72521403,2.12456949
3.75999999,3.582337889,5.403961093,4.878827436
4.980000019,2.690849578,4.923485151,4.367554425
1.909999967,4.108542588,4.674679944,0.171278632
2.440000057,4.177625569,4.645714544,-1.03202416
2.339999914,4.256644373,5.453982997,4.660598619
8.649999619,3.498054047,4.103302038,2.906965356
3.440000057,4.017414207,4.616937483,1.786573399
3.710000038,3.904569261,5.168986942,4.268164827
1.620000005,4.772628402,6.011094132,5.514971912
4.889999866,2.725920343,4.981118216,4.527638112
7.329999924,2.57919295,4.497198042,3.912173209
3.950000048,3.679921017,4.92351586,3.471971
4.679999828,3.472826429,4.871497867,3.538065569
5.159999847,3.251889863,4.395645756,0.896971016
10.59000015,2.232503227,4.362311693,4.030713072
6.690000057,3.418349096,4.960171913,4.506751201
3.75,3.836995894,5.152390217,4.349866714
1.769999981,4.325296037,5.088200283,3.744962944
1.429999948,5.284378096,5.923572284,5.198689586
3.720000029,3.485629579,5.153016148,4.401157802
3.549999952,3.928703431,4.790844328,2.507256787
3.720000029,3.355340202,5.410215566,4.977647359
2.25,4.386739633,4.710177252,1.38561649
6.800000191,3.435061067,4.751741344,3.815403064
2.119999886,4.014776584,4.570481943,1.492639556
2.190000057,4.359496494,5.197180141,4.114601344
3.369999886,4.254269922,5.433436135,4.697929251
5.349999905,3.102991721,5.124175766,4.38480717
2.180000067,5.166864679,5.693118521,4.743296048
2.130000114,4.51673758,5.533668828,4.731995848
2.50999999,3.943150264,5.049841422,3.979993129
3.970000029,3.665223065,5.391913549,5.004369609
3.619999886,3.435578195,5.018204265,4.202014978
3.859999895,3.495759718,5.041242287,4.066877036
2.25999999,5.564261482,5.830415256,5.273894579
5.019999981,2.620637409,4.962201045,4.391385567
2.180000067,4.400059619,5.065345303,3.58245446
2.380000114,4.333904127,5.322286844,4.445109066
3.50999999,4.14108353,5.165176582,4.062617262
2.269999981,5.055818258,5.599003434,4.514766801
4.429999828,3.307660522,4.747122935,3.269305213
1.450000048,3.920735844,4.587813371,2.072498103
3.319999933,3.373095577,4.919409908,3.900343661
3.980000019,3.603850085,5.150057823,4.319193113
3.529999971,3.593945775,4.616827721,2.84573477
2.220000029,4.595805095,5.317575256,4.114445486
5.21999979,2.873351454,4.694826592,3.908968963
1.309999943,5.401909134,5.711168398,4.733449839
5.329999924,2.505352536,3.961842961,1.821825211
4.329999924,3.454681348,4.542750721,3.043991931
3.910000086,4.225408162,5.318829523,4.597955503
1.679999948,4.545246928,5.463916394,4.621025698
3.829999924,4.118684685,5.137335156,4.280981367
3.609999895,4.830718388,5.000651462,3.648791371
2.930000067,3.829748519,4.622640713,2.854697952
1.5,5.009698719,5.631361826,4.852867028
3.279999971,3.771200837,5.449499946,4.853197751
2.269999981,4.47718482,5.234862572,3.96912142
2.400000095,4.455291761,5.304827441,3.904672991
1.429999948,4.261018935,5.655598967,5.048944882
2.670000076,4.319027286,5.413838966,4.405174396
3.630000114,3.46867527,5.383302487,4.874099538
2.210000038,3.708164394,4.722156803,2.999270122
6.210000038,2.859199522,4.531249464,3.285803334
2.359999895,4.370644949,4.722766113,0.885424461
2.299999952,3.697684559,4.659359557,2.863074878
3.269999981,3.573817967,5.5073681,5.054192279
2.869999886,3.97679804,5.268288481,4.49125884
2.220000029,4.344760326,5.210685621,4.096989892
1.289999962,5.475961323,6.073543531,5.444411788
2.109999895,4.02900191,4.582362144,1.157038686
1.429999948,4.484937023,5.399838175,4.569132491
8.180000305,4.415048405,5.133565287,4.813212923
2.450000048,3.571201307,4.464896578,2.703989153
2.049999952,4.362789915,5.270389942,4.236826017
1.370000005,5.291432722,5.827773678,5.037923313
4.059999943,3.712079347,5.394092036,5.001979534
5.369999886,3.128601936,4.895740327,4.145549569
1.700000048,4.555916618,5.389604465,4.4427392
4.559999943,2.534893989,5.06163536,4.657278455
1.289999962,3.766251092,4.443386269,1.569249805
1.710000038,5.249323004,5.65505136,4.576497899
